,module,mean_expression,mean_unspliced,highly_variable,means,dispersions,dispersions_norm,mean,std
STEM_Gene_0153,stem,2.5354,0.9814,True,1.12459621292635,1.9087643056000725,1.9142303,0.6725985127538443,0.8501757279045113
STEM_Gene_0154,stem,3.027,1.0804,True,1.2342627081422979,1.9332517725254588,1.6318928,0.6943954657673835,0.9520691770222068
STEM_Gene_0155,stem,4.079,1.4132,True,1.5349853313467925,2.649151292062677,2.7761164,0.8125823352545499,1.063923257339628
STEM_Gene_0156,stem,0.9632,0.5732,True,0.5702759739154287,0.9958763677018047,1.8112231,0.36805441481769086,0.5657197558691115
STEM_Gene_0157,stem,2.5564,0.9594,True,1.1532251125775375,1.9274123815465232,1.9663957,0.6580052397578955,0.8960316889281582
STEM_Gene_0158,stem,6.5146,2.0298,True,1.9185101352954261,3.089825435926394,2.3866804,1.0049946328133346,1.2280328852242803
STEM_Gene_0159,stem,2.9152,1.0242,True,1.2285715383341864,1.9592263895107505,1.707627,0.7021662804186344,0.9338282400561718
STEM_Gene_0160,stem,4.5368,1.5012,True,1.5523560861248762,2.336467108140404,1.5141141,0.8327545054018497,1.115297495143316
STEM_Gene_0161,stem,6.3504,1.9754,True,1.8181760455706462,2.6337252534905513,1.8501321,0.9662661429286004,1.2290882864122261
STEM_Gene_0162,stem,2.0896,0.8976,True,0.9741897559653587,1.573541498148406,2.9768207,0.5885247062504292,0.7951440823440244
STEM_Gene_0163,stem,3.2098,1.1628,True,1.2804244731548056,1.9785961991823122,1.7641037,0.7380908774614334,0.955455323045353
STEM_Gene_0164,stem,1.584,0.7438,True,0.8078253368185353,1.3696912985374474,1.5705643,0.48686324741840364,0.7191956450364592
STEM_Gene_0165,stem,2.199,0.9012,True,1.0402959369327154,1.7499504218652022,1.7654194,0.5971001448959112,0.8474980395214878
STEM_Gene_0166,stem,3.9114,1.2786,True,1.4877749000379417,2.4113620090339514,2.1094112,0.8030303946733475,1.0617021857713005
STEM_Gene_0167,stem,8.4036,2.5054,True,2.0990363475006397,3.0264263094974915,1.1024834,1.091883813816309,1.3488912966078557
STEM_Gene_0168,stem,1.1174,0.6026,True,0.6569977241760693,1.3416953844965305,2.2490392,0.4054561307758093,0.6150179532107426
STEM_Gene_0169,stem,6.6218,2.0288,True,1.8949657285657504,2.8164344547726157,1.6588364,1.0179788533091545,1.2392035775554127
STEM_Gene_0170,stem,1.7872,0.785,True,0.8514186992498705,1.2443020569844454,1.2137216,0.5622537052631378,0.6965675198605248
STEM_Gene_0171,stem,3.0378,1.152,True,1.265638181173851,2.0644137538482656,2.014322,0.7228735190272331,0.9425505194126647
STEM_Gene_0172,stem,2.2914,0.9226,True,1.1024553032618185,2.0357359096097776,2.2694159,0.6115095730215311,0.8684295927375536
STEM_Gene_0173,stem,1.2164,0.6724,True,0.6974572661226938,1.2976495775426256,2.1125684,0.43141759601533414,0.6427622073356558
STEM_Gene_0174,stem,4.229,1.4034,True,1.438170864594645,2.013502746116957,0.9939077,0.870132391923666,1.0076037510362328
STEM_Gene_0175,stem,1.516,0.7494,True,0.8223603487500448,1.4762883824173663,1.8739268,0.4875663403332233,0.7260516776482886
STEM_Gene_0176,stem,2.8888,1.1178,True,1.227463048947722,1.9625242281910418,1.7172425,0.7000274566203356,0.9344987469568788
STEM_Gene_0177,stem,4.6606,1.5236,True,1.6043550109977875,2.5363361083689355,2.0718985,0.8527714905202389,1.1210321519007322
STEM_Gene_0178,stem,7.6866,2.2944,True,1.993123926128149,2.8631247499941557,2.1976247,1.0782246355235576,1.2818344515440916
STEM_Gene_0179,stem,2.1046,0.8544,True,1.0165524603500937,1.8159044905195079,1.9460073,0.5978794455945492,0.808802508603198
STEM_Gene_0180,stem,5.7478,1.784,True,1.766746794766732,2.617639391077105,1.8038478,0.9143520740836859,1.221267537822392
STEM_Gene_0181,stem,4.0302,1.3418,True,1.4967675055052971,2.377651891653014,2.014896,0.8112376262545585,1.0693302378783833
STEM_Gene_0182,stem,2.2216,0.9572,True,1.0443091617601707,1.7291730977414128,1.7085292,0.5928137616455555,0.8582105019481711
STEM_Gene_0183,stem,3.2082,1.1412,True,1.3250543404598587,2.203070151534895,1.9406781,0.7352410646259785,0.9773387988980811
STEM_Gene_0184,stem,2.0506,0.8294,True,0.9849390988747619,1.6588153580927647,1.5158837,0.5858846813112497,0.8018034827103575
STEM_Gene_0185,stem,1.1784,0.6318,True,0.6932668409587263,1.3910201068636905,2.4018657,0.4176992790400982,0.6462006469695026
STEM_Gene_0186,stem,3.8872,1.3168,True,1.416550981034979,2.1775658558275137,1.8681898,0.7761831442266702,1.0422633650329058
STEM_Gene_0187,stem,1.6426,0.7874,True,0.8112351425847554,1.3045258699862867,1.3851113,0.5256784764170647,0.680706969170864
STEM_Gene_0188,stem,2.2014,0.8778,True,1.068560919300091,1.8905890263947973,2.1504998,0.5986178900599479,0.8603189741699485
STEM_Gene_0189,stem,3.9854,1.3804,True,1.4414603694086447,2.2003177525800997,1.5176929,0.791344990581274,1.0529162020827538
STEM_Gene_0190,stem,2.5858,1.0148,True,1.1378469819606236,1.7994881641868,1.6085455,0.6708857513129711,0.8803122946339161
STEM_Gene_0191,stem,1.6186,0.7372,True,0.8515315667014514,1.554666762291908,2.0969822,0.510638986390829,0.7277453589066236
STEM_Gene_0192,stem,2.9386,1.0902,True,1.2019274932965058,1.8829901331763341,1.8421307,0.681894685986638,0.9339152001580904
STEM_Gene_0193,stem,1.8568,0.8204,True,0.9286200566694259,1.57200948508871,2.969815,0.5512697295486927,0.7797678458039802
STEM_Gene_0194,stem,1.305,0.6556,True,0.7337078942752827,1.327035516410683,2.2036173,0.44331721715927125,0.6765521137019341
STEM_Gene_0195,stem,1.5958,0.7388,True,0.8331745570973442,1.4833169666153458,1.8939294,0.5109266703754664,0.7116561067863137
STEM_Gene_0196,stem,1.9306,0.8498,True,0.9285070741985542,1.5366077498140058,2.807931,0.5669625779390335,0.7649417710531655
STEM_Gene_0197,stem,2.8254,1.011,True,1.2310433285104427,2.061972563255489,2.0072043,0.6882879384368658,0.9363821653311046
STEM_Gene_0198,stem,4.3272,1.4546,True,1.5475077729575608,2.3953569671066677,1.678461,0.8375537398427725,1.097800811549809
STEM_Gene_0199,stem,1.8348,0.839,True,0.9399141255818197,1.6799568481423595,3.463434,0.5470806986242532,0.7860914345218057
STEM_Gene_0200,stem,5.533,1.7332,True,1.7235124454230872,2.5181388733940526,2.1092885,0.9371173999339342,1.178294040439372
STEM_Gene_0201,stem,3.5004,1.2004,True,1.3330198746298771,2.0354896683540327,1.4643806,0.7448013222724199,1.0022464560483135
STEM_Gene_0202,stem,9.0286,2.6392,True,2.1774373243118013,3.193192066154153,1.480051,1.1330096527665854,1.3685616122313453
STEM_Gene_0203,stem,4.5762,1.4466,True,1.59373452751628,2.5078965969377935,1.992531,0.8593531056016683,1.109400291639343
STEM_Gene_0204,stem,2.793,1.0234,True,1.1775259956646003,1.9085611983043234,1.9136622,0.6527824447333813,0.9295121555031074
STEM_Gene_0205,stem,3.292,1.1826,True,1.300499916566813,2.0425195606448066,1.9504851,0.7228018108397722,0.9825724923999971
STEM_Gene_0206,stem,4.7834,1.6092,True,1.6111399948159555,2.503997445126831,1.9816494,0.8491562771648169,1.1323312284083742
STEM_Gene_0207,stem,3.4684,1.2396,True,1.3129604161714554,2.0408650953046945,1.9456612,0.7358523746013641,0.9849867575574319
STEM_Gene_0208,stem,2.417,0.9514,True,1.0594703440078284,1.7337287191548525,1.7210029,0.6110738681524992,0.8568399738172369
